query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
lp_2732,220668.lp_2732,1.33e-312,851,"COG0431@1|root,COG2461@1|root,COG0431@2|Bacteria,COG2461@2|Bacteria,1TPRA@1239|Firmicutes,4HDA5@91061|Bacilli,3F44U@33958|Lactobacillaceae",2|Bacteria,S,reductase,XK27_09615,-,"1.3.5.4,1.5.1.36","ko:K00244,ko:K19784,ko:K22393,ko:K22394","ko00020,ko00190,ko00620,ko00650,ko00720,ko00740,ko01100,ko01110,ko01120,ko01130,ko01200,ko02020,map00020,map00190,map00620,map00650,map00720,map00740,map01100,map01110,map01120,map01130,map01200,map02020","M00009,M00011,M00150,M00173","R02164,R05705,R09748,R09750","RC00045,RC00126","ko00000,ko00001,ko00002,ko01000",-,-,-,"FMN_red,PAS_10"
lp_2733,220668.lp_2733,9.92E-143,402,"COG0431@1|root,COG0431@2|Bacteria,1TT2S@1239|Firmicutes,4HBQI@91061|Bacilli,3F544@33958|Lactobacillaceae",2|Bacteria,S,NADPH-dependent FMN reductase,XK27_09620,-,1.3.5.4,ko:K00244,"ko00020,ko00190,ko00620,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko02020,map00020,map00190,map00620,map00650,map00720,map01100,map01110,map01120,map01130,map01200,map02020","M00009,M00011,M00150,M00173",R02164,RC00045,"ko00000,ko00001,ko00002,ko01000",-,-,-,FMN_red
lp_2734,220668.lp_2734,4.94E-244,670,"COG0095@1|root,COG0095@2|Bacteria,1TQ5U@1239|Firmicutes,4H9P6@91061|Bacilli,3F49I@33958|Lactobacillaceae",2|Bacteria,H,Bacterial lipoate protein ligase C-terminus,lplA,-,6.3.1.20,ko:K03800,"ko00785,ko01100,map00785,map01100",-,"R07770,R07771,R11143","RC00043,RC00070,RC00090,RC00992,RC02896","ko00000,ko00001,ko01000",-,-,-,"BPL_LplA_LipB,Lip_prot_lig_C"
lp_2735,220668.lp_2735,3.02E-191,530,"COG2365@1|root,COG2365@2|Bacteria,1VBGE@1239|Firmicutes,4HN6J@91061|Bacilli,3FBJY@33958|Lactobacillaceae",2|Bacteria,T,Tyrosine phosphatase family,ptp3,-,3.1.3.48,ko:K01104,-,-,-,-,"ko00000,ko01000",-,-,-,Y_phosphatase3
lp_2736,220668.lp_2736,5.95E-153,429,"COG3338@1|root,COG3338@2|Bacteria,1V16J@1239|Firmicutes,4HA62@91061|Bacilli,3F7DZ@33958|Lactobacillaceae",2|Bacteria,P,Eukaryotic-type carbonic anhydrase,cah,-,4.2.1.1,ko:K01674,"ko00910,map00910",-,"R00132,R10092",RC02807,"ko00000,ko00001,ko01000",-,-,-,Carb_anhydrase
lp_2737,220668.lp_2737,4.15E-191,530,"COG4814@1|root,COG4814@2|Bacteria,1U5EG@1239|Firmicutes,4IF5Z@91061|Bacilli,3F5R2@33958|Lactobacillaceae",2|Bacteria,S,Alpha/beta hydrolase of unknown function (DUF915),-,-,-,-,-,-,-,-,-,-,-,-,"DUF3153,DUF915"
lp_2738,220668.lp_2738,1.06E-232,640,"COG0252@1|root,COG0252@2|Bacteria,1TPP9@1239|Firmicutes,4H9YJ@91061|Bacilli,3F3XA@33958|Lactobacillaceae",2|Bacteria,EJ,Asparaginase,ansA,-,3.5.1.1,ko:K01424,"ko00250,ko00460,ko01100,ko01110,map00250,map00460,map01100,map01110",-,R00485,"RC00010,RC02798","ko00000,ko00001,ko01000",-,-,-,Asparaginase
lp_2739,220668.lp_2739,2.05E-178,497,"COG1136@1|root,COG1136@2|Bacteria,1TNZG@1239|Firmicutes,4H9UT@91061|Bacilli,3F3MG@33958|Lactobacillaceae",2|Bacteria,V,"ABC transporter, ATP-binding protein",cysA,-,-,ko:K02003,-,M00258,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran
lp_2740,220668.lp_2740,0,1103,"COG0577@1|root,COG0577@2|Bacteria,1TR2D@1239|Firmicutes,4HAZG@91061|Bacilli,3F45H@33958|Lactobacillaceae",2|Bacteria,V,FtsX-like permease family,-,-,-,ko:K02004,-,M00258,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,FtsX
lp_2741,220668.lp_2741,4.76E-56,174,"29P7J@1|root,30A5N@2|Bacteria,1U68A@1239|Firmicutes,4IFZ1@91061|Bacilli,3F7AC@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_2742,220668.lp_2742,8.20E-81,239,"COG1725@1|root,COG1725@2|Bacteria,1VAC6@1239|Firmicutes,4HKVW@91061|Bacilli,3F721@33958|Lactobacillaceae",2|Bacteria,K,"Transcriptional regulator, GntR family",ytrA,-,-,ko:K07979,-,-,-,-,"ko00000,ko03000",-,-,-,GntR
lp_2743,220668.lp_2743,7.89E-212,585,"COG1131@1|root,COG1131@2|Bacteria,1TS5Y@1239|Firmicutes,4HBUA@91061|Bacilli,3F4BF@33958|Lactobacillaceae",2|Bacteria,V,"ABC transporter, ATP-binding protein",-,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran
lp_2744,220668.lp_2744,3.41E-190,528,"28V9H@1|root,2ZHCF@2|Bacteria,1W561@1239|Firmicutes,4I11A@91061|Bacilli,3F5C3@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_2745,220668.lp_2745,2.70E-104,301,"COG0589@1|root,COG0589@2|Bacteria,1VEJR@1239|Firmicutes,4HNHG@91061|Bacilli,3F4Z0@33958|Lactobacillaceae",2|Bacteria,T,universal stress protein,uspA,-,-,"ko:K03499,ko:K06149",-,-,-,-,"ko00000,ko02000","2.A.38.1,2.A.38.4",-,-,Usp
lp_2746,220668.lp_2746,1.08E-47,152,"29PWF@1|root,30AUT@2|Bacteria,1U74P@1239|Firmicutes,4IGZB@91061|Bacilli,3F8Z0@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_2747,220668.lp_2747,1.15E-94,276,"COG2246@1|root,COG2246@2|Bacteria,1VESW@1239|Firmicutes,4HNK7@91061|Bacilli,3F4GH@33958|Lactobacillaceae",2|Bacteria,S,Teichoic acid glycosylation protein,gtcA,"GO:0000166,GO:0003674,GO:0003824,GO:0003870,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008883,GO:0009058,GO:0009987,GO:0016020,GO:0016410,GO:0016491,GO:0016620,GO:0016740,GO:0016746,GO:0016747,GO:0016748,GO:0016749,GO:0016903,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0036094,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044464,GO:0046148,GO:0046483,GO:0048037,GO:0050661,GO:0050662,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071944,GO:0097159,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576",-,-,-,-,-,-,-,-,-,-,GtrA
lp_2748,220668.lp_2748,1.76E-114,327,"29NX0@1|root,309V4@2|Bacteria,1U5RY@1239|Firmicutes,4IFG8@91061|Bacilli,3F6ER@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_2749,220668.lp_2749,1.02E-67,205,"29PAA@1|root,30A8F@2|Bacteria,1U6BS@1239|Firmicutes,4IG3D@91061|Bacilli,3F7J6@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_2751,220668.lp_2751,3.03E-299,815,"COG1168@1|root,COG1168@2|Bacteria,1TP5G@1239|Firmicutes,4H9PE@91061|Bacilli,3F4JX@33958|Lactobacillaceae",2|Bacteria,E,"Aminotransferase, class I",malY,-,4.4.1.8,ko:K14155,"ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230",-,"R00782,R01286,R02408,R04941","RC00056,RC00069,RC00382,RC00488,RC00710,RC01245,RC02303","ko00000,ko00001,ko01000,ko01007",-,-,-,Aminotran_1_2
lp_2753,220668.lp_2753,1.16E-110,318,"COG1051@1|root,COG1051@2|Bacteria,1UFAQ@1239|Firmicutes,4IFAZ@91061|Bacilli,3F648@33958|Lactobacillaceae",2|Bacteria,F,belongs to the nudix hydrolase family,-,-,"2.7.7.1,3.6.1.55","ko:K03574,ko:K13522","ko00760,ko01100,map00760,map01100",-,"R00137,R03005",RC00002,"ko00000,ko00001,ko01000,ko03400",-,-,-,"CTP_transf_like,NIPSNAP,NUDIX"
lp_2754,220668.lp_2754,1.52E-151,426,"29DQI@1|root,300NC@2|Bacteria,1U55V@1239|Firmicutes,4IEX6@91061|Bacilli,3F4UQ@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_2755,220668.lp_2755,1.21E-69,210,"2EU16@1|root,33MI8@2|Bacteria,1VPSM@1239|Firmicutes,4HS7T@91061|Bacilli,3F6QA@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_2757,220668.lp_2757,0,1191,"COG0366@1|root,COG0366@2|Bacteria,1TNZ0@1239|Firmicutes,4HB67@91061|Bacilli,3F41N@33958|Lactobacillaceae",2|Bacteria,G,Belongs to the glycosyl hydrolase 13 family,nplT,-,"3.2.1.133,3.2.1.135,3.2.1.54",ko:K01208,"ko00500,ko01100,map00500,map01100",-,"R02112,R03122,R11262",-,"ko00000,ko00001,ko01000",-,GH13,-,"Alpha-amylase,Alpha-amylase_N,Malt_amylase_C"
lp_2758,220668.lp_2758,0,976,"COG0498@1|root,COG0498@2|Bacteria,1TPR0@1239|Firmicutes,4H9R7@91061|Bacilli,3F3UF@33958|Lactobacillaceae",2|Bacteria,E,Threonine synthase,thrC,-,4.2.3.1,ko:K01733,"ko00260,ko00750,ko01100,ko01110,ko01120,ko01230,map00260,map00750,map01100,map01110,map01120,map01230",M00018,"R01466,R05086","RC00017,RC00526","ko00000,ko00001,ko00002,ko01000",-,-,"iHN637.CLJU_RS16355,iIT341.HP0098","PALP,Thr_synth_N"
lp_2759,220668.lp_2759,4.65E-186,517,"COG0561@1|root,COG0561@2|Bacteria,1TR2E@1239|Firmicutes,4HCEA@91061|Bacilli,3F4G9@33958|Lactobacillaceae",2|Bacteria,S,Sucrose-6F-phosphate phosphohydrolase,XK27_02985,-,-,-,-,-,-,-,-,-,-,-,Hydrolase_3
lp_2760,220668.lp_2760,2.96E-41,146,"COG1357@1|root,COG1357@2|Bacteria,1VAPB@1239|Firmicutes,4HH43@91061|Bacilli,3FBAQ@33958|Lactobacillaceae",2|Bacteria,S,Pentapeptide repeats (8 copies),mcbG,-,-,-,-,-,-,-,-,-,-,-,"Pentapeptide,Pentapeptide_4"
lp_2761,220668.lp_2761,1.03E-143,405,"COG0110@1|root,COG0110@2|Bacteria,1TQEX@1239|Firmicutes,4HAJ0@91061|Bacilli,3F59K@33958|Lactobacillaceae",2|Bacteria,S,Maltose acetyltransferase,maa,-,"2.3.1.18,2.3.1.79","ko:K00633,ko:K00661",-,-,-,-,"ko00000,ko01000",-,-,-,"Hexapep,Hexapep_2,Mac"
lp_2762,220668.lp_2762,1.13E-132,376,"COG0494@1|root,COG0494@2|Bacteria,1VXC7@1239|Firmicutes,4HX58@91061|Bacilli,3F45R@33958|Lactobacillaceae",2|Bacteria,L,Belongs to the Nudix hydrolase family,-,-,3.6.1.13,ko:K01515,"ko00230,map00230",-,R01054,RC00002,"ko00000,ko00001,ko01000",-,-,-,NUDIX
lp_2763,220668.lp_2763,2.26E-91,266,"COG0537@1|root,COG0537@2|Bacteria,1VB6J@1239|Firmicutes,4HN1R@91061|Bacilli,3F6W7@33958|Lactobacillaceae",2|Bacteria,FG,Scavenger mRNA decapping enzyme C-term binding,-,-,-,ko:K02503,-,-,-,-,"ko00000,ko04147",-,-,-,HIT
lp_2764,220668.lp_2764,1.62E-173,484,"COG1028@1|root,COG1028@2|Bacteria,1U8IC@1239|Firmicutes,4HC26@91061|Bacilli,3F4X3@33958|Lactobacillaceae",2|Bacteria,IQ,Enoyl-(Acyl carrier protein) reductase,fabG,-,1.1.1.100,ko:K00059,"ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212","M00083,M00572","R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671","RC00029,RC00117","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,"adh_short,adh_short_C2"
lp_2765,220668.lp_2765,3.94E-49,155,"2E68Y@1|root,330X0@2|Bacteria,1VFBF@1239|Firmicutes,4HP3V@91061|Bacilli,3F810@33958|Lactobacillaceae",2|Bacteria,S,Protein of unknown function (DUF2829),XK27_01315,-,-,-,-,-,-,-,-,-,-,-,DUF2829
lp_2766,220668.lp_2766,6.01E-270,738,"COG3589@1|root,COG3589@2|Bacteria,1TRIY@1239|Firmicutes,4H9V2@91061|Bacilli,3F4FK@33958|Lactobacillaceae",2|Bacteria,S,Bacterial protein of unknown function (DUF871),ybhE,-,-,ko:K09963,-,-,-,-,ko00000,-,-,-,"DUF871,GH97_C,GH97_N,Glyco_hydro_97"
lp_2767,220668.lp_2767,2.78E-297,809,"COG4552@1|root,COG4552@2|Bacteria,1TRPM@1239|Firmicutes,4HD22@91061|Bacilli,3F5HJ@33958|Lactobacillaceae",2|Bacteria,S,Sterol carrier protein domain,-,-,-,-,-,-,-,-,-,-,-,-,"Acetyltransf_9,SCP2_2"
lp_2768,220668.lp_2768,5.78E-288,789,"COG0477@1|root,COG2814@2|Bacteria,1TRZB@1239|Firmicutes,4HC28@91061|Bacilli,3F4VZ@33958|Lactobacillaceae",2|Bacteria,EGP,Transmembrane secretion effector,ykuC1,-,-,-,-,-,-,-,-,-,-,-,"MFS_1,MFS_3"
lp_2770,220668.lp_2770,3.74E-115,330,"COG1827@1|root,COG1827@2|Bacteria,1V6EY@1239|Firmicutes,4HGYB@91061|Bacilli,3F7V1@33958|Lactobacillaceae",2|Bacteria,S,3H domain,niaR,-,-,ko:K07105,-,-,-,-,ko00000,-,-,-,"3H,HTH_11"
lp_2771,220668.lp_2771,0,917,"COG1488@1|root,COG1488@2|Bacteria,1TPDW@1239|Firmicutes,4HAI4@91061|Bacilli,3F3K7@33958|Lactobacillaceae",2|Bacteria,F,Catalyzes the synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate at the expense of ATP,pncB,"GO:0001666,GO:0003674,GO:0003824,GO:0004516,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009605,GO:0009607,GO:0009628,GO:0009987,GO:0016020,GO:0016740,GO:0016757,GO:0016763,GO:0016874,GO:0016879,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019365,GO:0019438,GO:0019637,GO:0019674,GO:0034355,GO:0034641,GO:0034654,GO:0036293,GO:0043094,GO:0043173,GO:0043207,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044403,GO:0044419,GO:0044464,GO:0046483,GO:0046496,GO:0047280,GO:0050896,GO:0051186,GO:0051188,GO:0051701,GO:0051704,GO:0051707,GO:0055086,GO:0070482,GO:0071704,GO:0071944,GO:0072524,GO:0072525,GO:0075136,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",6.3.4.21,ko:K00763,"ko00760,ko01100,map00760,map01100",-,R01724,RC00033,"ko00000,ko00001,ko01000",-,-,-,NAPRTase
lp_2772,220668.lp_2772,2.13E-152,429,"COG1309@1|root,COG1309@2|Bacteria,1V3R8@1239|Firmicutes,4HBEK@91061|Bacilli,3F6RQ@33958|Lactobacillaceae",2|Bacteria,K,Transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
lp_2773,220668.lp_2773,1.19E-234,653,"COG0842@1|root,COG0842@2|Bacteria,1TQG7@1239|Firmicutes,4H9MK@91061|Bacilli,3F40D@33958|Lactobacillaceae",2|Bacteria,V,ABC transporter,-,-,-,ko:K01992,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,"ABC2_membrane,ABC2_membrane_3"
lp_2774,220668.lp_2774,4.29E-173,483,"COG1131@1|root,COG1131@2|Bacteria,1TQKM@1239|Firmicutes,4HBUK@91061|Bacilli,3F3VV@33958|Lactobacillaceae",2|Bacteria,V,"AAA domain, putative AbiEii toxin, Type IV TA system",-,-,-,"ko:K01990,ko:K01992",-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran
lp_2776,220668.lp_2776,0,867,"COG3048@1|root,COG3048@2|Bacteria,1TPAH@1239|Firmicutes,4HANC@91061|Bacilli,3F4S1@33958|Lactobacillaceae",2|Bacteria,E,Belongs to the serine threonine dehydratase family. DsdA subfamily,dsdA,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006807,GO:0006950,GO:0006974,GO:0008144,GO:0008150,GO:0008152,GO:0008721,GO:0009056,GO:0009063,GO:0009069,GO:0009071,GO:0009636,GO:0009987,GO:0016054,GO:0016829,GO:0016835,GO:0016836,GO:0016840,GO:0016841,GO:0017144,GO:0019478,GO:0019752,GO:0019842,GO:0030170,GO:0033554,GO:0036088,GO:0036094,GO:0042221,GO:0042737,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0046416,GO:0048037,GO:0050662,GO:0050896,GO:0051410,GO:0051716,GO:0070178,GO:0070279,GO:0071704,GO:0097159,GO:0098754,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1901698",4.3.1.18,ko:K01753,"ko00260,map00260",-,R00221,RC02600,"ko00000,ko00001,ko01000",-,-,"iECED1_1282.ECED1_2813,iLF82_1304.LF82_0525,iNRG857_1313.NRG857_11890",PALP
lp_2777,220668.lp_2777,0,1014,"COG2723@1|root,COG2723@2|Bacteria,1TP19@1239|Firmicutes,4HA1W@91061|Bacilli,3F3PQ@33958|Lactobacillaceae",2|Bacteria,G,Belongs to the glycosyl hydrolase 1 family,celA,-,3.2.1.86,ko:K01223,"ko00010,ko00500,map00010,map00500",-,"R00839,R05133,R05134","RC00049,RC00171,RC00714","ko00000,ko00001,ko01000",-,GT1,-,Glyco_hydro_1
lp_2778,220668.lp_2778,0,1023,"COG2723@1|root,COG2723@2|Bacteria,1TP19@1239|Firmicutes,4HA1W@91061|Bacilli,3F3PQ@33958|Lactobacillaceae",2|Bacteria,G,Belongs to the glycosyl hydrolase 1 family,celA,-,3.2.1.86,ko:K01223,"ko00010,ko00500,map00010,map00500",-,"R00839,R05133,R05134","RC00049,RC00171,RC00714","ko00000,ko00001,ko01000",-,GT1,-,Glyco_hydro_1
lp_2780,1136177.KCA1_2274,6.70E-74,221,"COG1447@1|root,COG1447@2|Bacteria,1VEGE@1239|Firmicutes,4HM37@91061|Bacilli,3F6Z5@33958|Lactobacillaceae",2|Bacteria,G,"PTS system, Lactose Cellobiose specific IIA subunit",chbA,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0009987,GO:0015144,GO:0016043,GO:0016740,GO:0016772,GO:0016773,GO:0022607,GO:0022804,GO:0022857,GO:0034219,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0051179,GO:0051234,GO:0051259,GO:0051260,GO:0055085,GO:0065003,GO:0071702,GO:0071840,GO:0090563,GO:0090566,GO:1901264,GO:1902815","2.7.1.196,2.7.1.205",ko:K02759,"ko00500,ko02060,map00500,map02060",M00275,"R11170,R11172","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000",4.A.3.2,-,"iECABU_c1320.ECABU_c17610,iECOK1_1307.ECOK1_1683,iECUMN_1333.ECUMN_2025,iNRG857_1313.NRG857_07575,iUMN146_1321.UM146_09345",PTS_IIA
lp_2781,1136177.KCA1_2275,1.86E-64,197,"COG1440@1|root,COG1440@2|Bacteria,1VADE@1239|Firmicutes,4HKG9@91061|Bacilli,3F6GU@33958|Lactobacillaceae",2|Bacteria,G,"PTS system, Lactose/Cellobiose specific IIB subunit",licB,-,"2.7.1.196,2.7.1.205",ko:K02760,"ko00500,ko02060,map00500,map02060",M00275,"R11170,R11172","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000",4.A.3.2,-,-,PTS_IIB
lp_2782,220668.lp_2782,6.37E-169,471,"COG2188@1|root,COG2188@2|Bacteria,1V54P@1239|Firmicutes,4IPPI@91061|Bacilli,3F5X0@33958|Lactobacillaceae",2|Bacteria,K,UTRA,yydK,"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944",-,ko:K03489,-,-,-,-,"ko00000,ko03000",-,-,-,"GntR,Porin_5,UTRA"
lp_2783,220668.lp_2783,5.69E-181,503,"COG1216@1|root,COG1216@2|Bacteria,1VATJ@1239|Firmicutes,4HNAP@91061|Bacilli,3F52I@33958|Lactobacillaceae",2|Bacteria,S,glycosyl transferase family 2,epsV,-,2.7.8.12,ko:K09809,-,-,-,-,"ko00000,ko01000",-,-,-,"Glycos_transf_2,Glyphos_transf"
lp_2785,220668.lp_2785,1.75E-156,439,"COG0406@1|root,COG0406@2|Bacteria,1VDCB@1239|Firmicutes,4HD4C@91061|Bacilli,3F50R@33958|Lactobacillaceae",2|Bacteria,G,Phosphoglycerate mutase family,pgm7,-,"5.4.2.11,5.4.2.12","ko:K01834,ko:K15634,ko:K15640","ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko05230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map05230","M00001,M00002,M00003",R01518,RC00536,"ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,His_Phos_1
lp_2786,220668.lp_2786,1.32E-107,310,"2CG6V@1|root,309UJ@2|Bacteria,1U5R2@1239|Firmicutes,4IFF2@91061|Bacilli,3F6C5@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_2787,220668.lp_2787,5.06E-196,543,"COG0561@1|root,COG0561@2|Bacteria,1V8IN@1239|Firmicutes,4HJUX@91061|Bacilli,3F5CU@33958|Lactobacillaceae",2|Bacteria,S,hydrolase,-,-,-,-,-,-,-,-,-,-,-,-,"Acyltransferase,Hydrolase_3"
lp_2788,220668.lp_2788,1.51E-235,649,"COG1893@1|root,COG1893@2|Bacteria,1TSZ1@1239|Firmicutes,4HB4T@91061|Bacilli,3F455@33958|Lactobacillaceae",2|Bacteria,H,Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid,ykpB,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",1.1.1.169,ko:K00077,"ko00770,ko01100,ko01110,map00770,map01100,map01110",M00119,R02472,RC00726,"ko00000,ko00001,ko00002,ko01000",-,-,-,"ApbA,ApbA_C"
lp_2789,220668.lp_2789,1.14E-203,565,"COG0697@1|root,COG0697@2|Bacteria,1TR6G@1239|Firmicutes,4HAMD@91061|Bacilli,3F423@33958|Lactobacillaceae",2|Bacteria,EG,EamA-like transporter family,ydeD,-,-,-,-,-,-,-,-,-,-,-,EamA
lp_2790,220668.lp_2790,4.12E-226,623,"COG0111@1|root,COG0111@2|Bacteria,1TSDK@1239|Firmicutes,4HAW5@91061|Bacilli,3F4DF@33958|Lactobacillaceae",2|Bacteria,EH,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",pdxB,-,"1.1.1.399,1.1.1.95",ko:K00058,"ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230",M00020,R01513,RC00031,"ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"2-Hacid_dh,2-Hacid_dh_C"
lp_2792,220668.lp_2792,3.78E-132,375,"COG2085@1|root,COG2085@2|Bacteria,1V35D@1239|Firmicutes,4HFSW@91061|Bacilli,3F5EP@33958|Lactobacillaceae",2|Bacteria,S,NADP oxidoreductase coenzyme F420-dependent,-,-,1.5.1.40,ko:K06988,-,-,-,-,"ko00000,ko01000",-,-,-,F420_oxidored
lp_2793,220668.lp_2793,0,976,"28UXD@1|root,2ZH17@2|Bacteria,1W3NA@1239|Firmicutes,4HZFV@91061|Bacilli,3F5J6@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,ko:K21471,-,-,-,-,"ko00000,ko01000,ko01002,ko01011",-,-,-,-
lp_2794,220668.lp_2794,1.17E-101,294,"COG0716@1|root,COG0716@2|Bacteria,1V7AG@1239|Firmicutes,4HMJF@91061|Bacilli,3F6HY@33958|Lactobacillaceae",2|Bacteria,C,Flavodoxin,fld,-,-,ko:K03839,-,-,-,-,ko00000,-,-,-,Flavodoxin_1
lp_2795,220668.lp_2795,0,1941,"COG3209@1|root,COG4886@1|root,COG3209@2|Bacteria,COG4886@2|Bacteria,1TT3P@1239|Firmicutes,4I28K@91061|Bacilli,3F4YY@33958|Lactobacillaceae",2|Bacteria,M,Domain of unknown function (DUF5011),-,-,-,ko:K15125,"ko05133,map05133",-,-,-,"ko00000,ko00001,ko00536",-,-,-,"Big_3,DUF285,Fil_haemagg_2,Haemagg_act,PT-HINT,PT-VENN"
lp_2796,220668.lp_2796,0,1695,"COG3087@1|root,COG3209@1|root,COG4886@1|root,COG3087@2|Bacteria,COG3209@2|Bacteria,COG4886@2|Bacteria,1UYD7@1239|Firmicutes,4HJI6@91061|Bacilli,3F7RJ@33958|Lactobacillaceae",2|Bacteria,M,Bacterial surface protein 26-residue PARCEL repeat (3 repeats),-,-,-,"ko:K08086,ko:K14195,ko:K15125,ko:K20276","ko02024,ko05133,ko05150,map02024,map05133,map05150",-,-,-,"ko00000,ko00001,ko00536",-,-,-,"Big_3,DUF285,Fil_haemagg_2,Gram_pos_anchor,Haemagg_act,PT-HINT,YSIRK_signal"
lp_2797,220668.lp_2797,1.50E-44,144,"29PEY@1|root,30AD4@2|Bacteria,1U6HE@1239|Firmicutes,4IG9R@91061|Bacilli,3F7XG@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
