Name,p1,p2,p3,m1,m2,m3,accession,Gene,Product
lp_3224,85,161,80,111,115,121,NC_004567.2:2872907-2873662,YP_004890759.1,ABC transporter permease
lp_3225,31,74,40,62,50,65,NC_004567.2:2873659-2874309,YP_004890760.1,ABC transporter ATP-binding protein
lp_3226,702,1039,565,769,977,950,NC_004567.2:2874457-2875902,YP_004890761.1,tRNA (uracil-5-)-methyltransferase
lp_3227,267,419,244,287,339,376,NC_004567.2:2875941-2876384,YP_004890762.1,hypothetical protein
lp_3228,32,59,37,59,57,68,NC_004567.2:2876654-2877703,YP_004890763.1,metal-dependent hydrolase
lp_3229,42,77,50,65,80,86,NC_004567.2:2877725-2879674,YP_004890764.1,PTS system%2C beta-glucosides-specific EIIBCA component
lp_3232,36,64,36,36,60,57,NC_004567.2:2879764-2881005,YP_004890765.1,hypothetical protein
lp_3233,40,64,40,57,45,57,NC_004567.2:2881006-2882232,YP_004890766.1,hypothetical protein
lp_3234,35,89,66,80,103,98,NC_004567.2:2882389-2883261,YP_004890767.1,LysR family transcriptional regulator
lp_3236,159,224,148,173,222,221,NC_004567.2:2883615-2884466,YP_004890768.1,short-chain dehydrogenase/oxidoreductase%2Catypical SDR family%2C TMR-like
lp_3237,151,303,174,215,231,312,NC_004567.2:2884581-2885405,YP_004890769.1,hydrolase%2C HAD superfamily%2C Cof family
lp_3238,202,450,207,319,399,458,NC_004567.2:2885477-2885926,YP_004890770.1,MerR family transcriptional regulator
lp_3239,37,59,37,42,57,57,NC_004567.2:2886020-2886883,YP_004890771.1,short-chain dehydrogenase/oxidoreductase%2Catypical SDR family%2C TMR-like
lp_3240,91,163,81,89,130,113,NC_004567.2:2887100-2889094,YP_004890772.1,PTS system%2C beta-glucosides-specific EIIABC component
lp_3241,114,217,132,150,204,237,NC_004567.2:2889349-2890017,YP_004890773.1,endonuclease III
lp_3243,348,726,352,575,661,798,NC_004567.2:2890133-2890390,YP_004890774.1,hypothetical protein
lp_3244,623,1161,579,962,1171,1248,NC_004567.2:2890425-2890976,YP_004890775.1,NADPH-dependent FMN reductase family protein
lp_3245,1173,1660,1119,1135,1336,1554,NC_004567.2:2891360-2892634,YP_004890776.1,hypothetical protein
lp_3246,91,186,99,152,147,189,NC_004567.2:2892770-2893369,YP_004890777.1,hypothetical protein
lp_3247,226,525,233,403,432,516,NC_004567.2:2893559-2894041,YP_004890778.1,ferric uptake regulator
lp_3248,55,111,53,80,120,104,NC_004567.2:2894285-2894641,YP_004890779.1,bacteriocin immunity protein
lp_3250,45,119,43,89,99,106,NC_004567.2:2894836-2895063,YP_004890780.1,hypothetical protein
lp_3251,20,28,17,25,20,16,NC_004567.2:2895118-2895972,YP_004890781.1,3'%2C5'-cyclic-nucleotide phosphodiesterase
lp_3252,97,169,108,112,133,142,NC_004567.2:2896414-2896965,YP_004890782.1,GNAT family acetyltransferase
lp_3254,28,47,29,37,37,50,NC_004567.2:2897377-2897796,YP_004890783.1,murein hydrolase export protein
lp_3255,47,79,30,54,52,59,NC_004567.2:2897816-2898544,YP_004890784.1,murein hydrolase regulator
lp_3256,3628,6407,3533,5611,6045,7768,NC_004567.2:2898719-2899558,YP_004890785.1,DegV family protein
lp_3257,13,39,16,24,23,37,NC_004567.2:2900083-2900250,YP_004890786.1,hypothetical protein
lp_3259,211,301,205,215,278,301,NC_004567.2:2900418-2901116,YP_004890787.1,zinc-dependent proteinase
lp_3262,892,1485,770,1007,1292,1425,NC_004567.2:2901723-2903219,YP_004890788.1,dehydrosqualene desaturase
lp_3263,497,920,539,544,760,721,NC_004567.2:2903200-2904081,YP_004890789.1,dehydrosqualene synthase
lp_3265,469,754,437,583,557,671,NC_004567.2:2904443-2905384,YP_004890790.1,cell surface hydrolase%2C membrane-bound
lp_3266,435,726,380,557,559,725,NC_004567.2:2905451-2906563,YP_004890791.1,glycerate kinase
lp_3267,2843,3989,2457,2780,3123,3721,NC_004567.2:2906699-2908033,YP_004890792.1,glutathione reductase
lp_3268,30,40,21,31,39,27,NC_004567.2:2908225-2908554,YP_004890793.1,bacteriocin immunity protein%2C EntA family
lp_3269,179,273,154,196,209,261,NC_004567.2:2908776-2910074,YP_004890794.1,adenylosuccinate lyase
lp_3270,48,86,38,67,67,74,NC_004567.2:2910391-2911680,YP_004890795.1,adenylosuccinate synthase
lp_3271,39,48,29,47,44,48,NC_004567.2:2911723-2912700,YP_004890796.1,GMP reductase
lp_3272,131,255,115,238,238,290,NC_004567.2:2912855-2913640,YP_004890797.1,protein-tyrosine phosphatase
lp_3273,667,966,528,721,798,927,NC_004567.2:2913721-2915178,YP_004890798.1,cardiolipin synthetase 2
lp_3275,35,62,39,63,66,69,NC_004567.2:2915769-2916251,YP_004890799.1,extracellular protein%2C membrane-anchored
lp_3278,24,35,28,38,53,59,NC_004567.2:2917142-2918566,YP_004890800.1,amino acid transport protein
lp_3279,631,963,586,1392,1455,1708,NC_004567.2:2918828-2920870,YP_004890801.1,potassium uptake protein
lp_3280,27,94,24,50,49,66,NC_004567.2:2920943-2921887,YP_004890802.1,cation (cobalt-zinc-cadmium) efflux protein
lp_3281,169,342,181,240,301,310,NC_004567.2:2922216-2923262,YP_004890803.1,membrane protein
lp_3283,237,396,214,269,298,375,NC_004567.2:2923724-2924842,YP_004890804.1,methonine synthase (cobalamine-independent)%2CC-terminal domain
lp_3284,50,90,48,78,89,108,NC_004567.2:2924930-2925313,YP_004890805.1,quaternary ammonium compound-resistance protein
lp_3285,16,20,14,14,9,32,NC_004567.2:2925328-2925636,YP_004890806.1,quaternary ammonium compound-resistance protein
lp_3286,91,177,117,163,221,274,NC_004567.2:2925988-2926626,YP_004890807.1,membrane protein
lp_3287,33,46,21,34,53,50,NC_004567.2:2926893-2927237,YP_004890808.1,ArsR family transcriptional regulator
lp_3288,164,280,151,221,207,255,NC_004567.2:2927376-2928263,YP_004890809.1,cation (cobalt-zinc-cadmium) efflux protein
lp_3290,56,85,48,93,117,128,NC_004567.2:2928449-2929087,YP_004890810.1,Xre family transcriptional regulator
lp_3291,5,19,12,23,27,34,NC_004567.2:2929165-2929398,YP_004890811.1,membrane protein
lp_3292,59,99,34,78,103,135,NC_004567.2:2929908-2930075,YP_004890812.1,hypothetical protein
lp_3293,334,515,320,384,409,488,NC_004567.2:2930410-2930937,YP_004890813.1,DNA-3-methyladenine glycosylase I
lp_3294,715,1146,604,771,698,987,NC_004567.2:2930930-2932078,YP_004890814.1,dihydropteroate synthase
lp_3295,451,638,384,466,469,538,NC_004567.2:2932103-2932690,YP_004890815.1,dihydroneopterin triphosphate pyrophosphohydrolase
lp_3296,988,1584,870,1089,1122,1400,NC_004567.2:2932687-2934051,YP_004890816.1,folylpolyglutamate synthase / dihydrofolate synthase
lp_3297,232,455,237,296,407,397,NC_004567.2:2934060-2934629,YP_004890817.1,GTP cyclohydrolase I
lp_3298,124,278,128,183,190,291,NC_004567.2:2934622-2935134,YP_004890818.1,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
lp_3299,87,151,76,130,152,174,NC_004567.2:2935124-2935492,YP_004890819.1,dihydroneopterin aldolase
lp_3301,35,97,37,63,77,72,NC_004567.2:2935717-2936250,YP_004890820.1,bacteriocin transport protein
lp_3302,173,288,151,173,163,196,NC_004567.2:2936421-2937329,YP_004890821.1,metal ion ABC transporter%2C substrate binding protein
lp_3303,1084,1764,1046,1233,1314,1541,NC_004567.2:2937549-2938964,YP_004890822.1,multidrug transport protein%2C major facilitator superfamily (MFS)%2C EmrB/QacA subfamily
lp_3305,143,354,147,348,419,618,NC_004567.2:2939323-2939583,YP_004890823.1,hypothetical protein
lp_3308,0,0,0,0,0,0,NC_004567.2:2940231-2941493,YP_004890824.1,transposase
lp_3310,145,252,137,163,188,191,NC_004567.2:2946968-2947483,YP_004890825.1,membrane protein
lp_3312,1039,1773,943,1167,1299,1504,NC_004567.2:2947651-2948640,YP_004890826.1,beta-lactamase family protein
lp_3313,1287,2261,1144,1777,2095,2246,NC_004567.2:2949058-2951316,YP_004890827.1,formate C-acetyltransferase
lp_3314,248,398,247,361,419,409,NC_004567.2:2951353-2952174,YP_004890828.1,formate C-acetyltransferase activating enzyme
lp_3316,158,342,171,266,224,363,NC_004567.2:2952399-2952710,YP_004890829.1,hypothetical protein
lp_3318,681,1106,566,952,986,1140,NC_004567.2:2953771-2954691,YP_004890830.1,aldo/keto reductase family protein
lp_3319,187,288,167,274,302,363,NC_004567.2:2954861-2955385,YP_004890831.1,nucleotide-binding protein%2C histidine triad family
lp_3321,53,108,54,91,102,127,NC_004567.2:2955480-2955725,YP_004890832.1,hypothetical protein
lp_3322,564,866,471,731,783,923,NC_004567.2:2955898-2956326,YP_004890833.1,hypothetical protein
lp_3323,127,319,138,278,249,346,NC_004567.2:2956429-2957070,YP_004890834.1,lipase/esterase%2C SGNH or GDSL hydrolase family
lp_3324,2954,4713,2565,2414,2559,2807,NC_004567.2:2958086-2959753,YP_004890835.1,glycine betaine/carnitine/choline transport protein
lp_3327,355,477,294,352,322,373,NC_004567.2:2960523-2962367,YP_004890836.1,cadmium-/zinc-/cobalt-transporting ATPase
lp_3330,55,134,74,73,88,128,NC_004567.2:2962693-2963361,YP_004890837.1,hypothetical protein
lp_3331,11,20,10,9,17,22,NC_004567.2:2963938-2965323,YP_004890838.1,transposase
lp_3333,22,39,17,26,25,25,NC_004567.2:2965614-2966798,YP_004890840.1,hypothetical protein
lp_3334,266,494,274,330,394,455,NC_004567.2:2966962-2968653,YP_004890841.1,adenine deaminase
lp_3335,112,170,96,132,158,185,NC_004567.2:2969281-2970381,YP_004890842.1,glutamine-fructose-6-phosphate transaminase
lp_3338,27,63,22,27,31,35,NC_004567.2:2970785-2972209,YP_004890845.1,Na(+)/H(+) antiporter
lp_3339,17,27,11,13,19,23,NC_004567.2:2972646-2974028,YP_004890846.1,amino acid transport protein
lp_3341,82,251,120,188,174,269,NC_004567.2:2974316-2975212,YP_004890847.1,cell surface hydrolase
lp_3342,204,343,240,254,281,386,NC_004567.2:2975420-2975920,YP_004890848.1,phosphatidylglycerophosphatase
lp_3343,37,86,45,66,72,128,NC_004567.2:2976124-2976984,YP_004890849.1,short-chain dehydrogenase/oxidoreductase%2Catypical SDR family%2C TMR-like
lp_3344,11,17,9,23,22,25,NC_004567.2:2976989-2977408,YP_004890850.1,MarR family transcriptional regulator
lp_3345,78,189,94,129,149,199,NC_004567.2:2977579-2977983,YP_004890851.1,RNA polymerase (RNAP)-binding regulatory protein%2C arsenate reductase (ArsC) family%2C Spx subfamily
lp_3346,227,420,218,295,355,399,NC_004567.2:2978191-2978565,YP_004890852.1,hypothetical protein
lp_3348,255,494,246,492,523,672,NC_004567.2:2978835-2979158,YP_004890853.1,hypothetical protein
lp_3349,529,839,507,674,733,860,NC_004567.2:2979248-2980348,YP_004890854.1,A/G-specific adenine glycosylase
lp_3350,510,1010,510,716,627,955,NC_004567.2:2980416-2980781,YP_004890855.1,hypothetical protein
lp_3351,594,1075,607,888,779,1158,NC_004567.2:2980816-2981322,YP_004890856.1,hypothetical protein
lp_3352,2271,4596,2649,4652,5141,6820,NC_004567.2:2981555-2981998,YP_004890857.1,small heat shock protein
lp_3353,314,787,341,682,829,991,NC_004567.2:2982094-2982450,YP_004890858.1,hypothetical protein
lp_3355,250,380,234,375,356,423,NC_004567.2:2982970-2983608,YP_004890859.1,short-chain dehydrogenase/oxidoreductase%2Catypical SDR family%2C subgroup 6
lp_3356,80,100,82,118,106,158,NC_004567.2:2983935-2984393,YP_004890860.1,GNAT family acetyltransferase
lp_3358,112,241,150,274,312,458,NC_004567.2:2984580-2985488,YP_004890861.1,drug/metabolite transport protein
lp_3359,33,46,30,33,28,47,NC_004567.2:2985874-2986572,YP_004890862.1,membrane protein
lp_3360,34,54,31,60,54,74,NC_004567.2:2986598-2987275,YP_004890863.1,membrane protein
lp_3362,397,597,309,493,550,702,NC_004567.2:2987554-2988540,YP_004890864.1,penicillin V acylase family protein
lp_3363,214,326,183,260,275,317,NC_004567.2:2988637-2990676,YP_004890865.1,copper transporting ATPase
lp_3365,178,307,147,251,270,289,NC_004567.2:2990996-2991424,YP_004890866.1,transcription regulator of CopAB ATPases
lp_3366,52,127,60,94,113,157,NC_004567.2:2991622-2991894,YP_004890867.1,hypothetical protein
lp_3367,78,135,75,89,105,111,NC_004567.2:2992024-2992440,YP_004890868.1,hypothetical protein
lp_3371,11,46,23,21,35,25,NC_004567.2:2994442-2994624,YP_004890871.1,hypothetical protein
lp_3372,91,164,92,118,85,138,NC_004567.2:2994676-2994969,YP_004890872.1,hypothetical protein
lp_3373,191,450,186,357,369,450,NC_004567.2:2995044-2995427,YP_004890873.1,hypothetical protein
lp_3374,203,335,152,215,235,284,NC_004567.2:2995476-2996849,YP_004890874.1,purine-cytosine transport protein
lp_3375,37,65,31,29,39,50,NC_004567.2:2997296-2997622,YP_004890875.1,hypothetical protein
lp_3377,51,93,34,74,73,97,NC_004567.2:2998563-2998805,YP_004890876.1,prophage P3 protein 13
lp_3378,75,142,90,149,127,181,NC_004567.2:2998911-2999324,YP_004890877.1,prophage P3 protein 12
lp_3379,50,91,49,86,58,91,NC_004567.2:2999326-2999700,YP_004890878.1,prophage P3 protein 11%2C DNA replication
lp_3380,13,32,12,33,27,29,NC_004567.2:2999780-2999956,YP_004890879.1,prophage P3 protein 10
lp_3381,41,52,41,47,50,68,NC_004567.2:2999983-3000441,YP_004890880.1,prophage P3 protein 9
lp_3382,90,151,87,144,151,204,NC_004567.2:3000950-3002452,YP_004890881.1,prophage P3 protein 8%2C DNA primase/helicase
lp_3383,35,51,40,78,49,80,NC_004567.2:3002467-3003246,YP_004890882.1,prophage P3 protein 7%2C DNA replication
lp_3384,10,20,4,12,9,19,NC_004567.2:3003259-3003480,YP_004890883.1,prophage P3 protein 6
lp_3385,17,20,17,29,22,41,NC_004567.2:3003473-3003901,YP_004890884.1,prophage P3 protein 5
lp_3387,15,11,5,17,9,24,NC_004567.2:3004213-3004479,YP_004890885.1,prophage P3 protein 4
lp_3388,9,16,14,18,12,28,NC_004567.2:3005121-3005336,YP_004890887.1,prophage P3 protein 3%2C phage-like repressor%2CN-term domain
lp_3388a,15,20,12,20,23,51,NC_004567.2:3004648-3005106,YP_004890886.1,prophage P3 protein 3%2C phage-like repressor%2CC-term domain
lp_3389,148,249,157,188,160,254,NC_004567.2:3005701-3006081,YP_004890888.1,prophage P3 protein 2%2C CI-like repressor
lp_3390,504,877,575,570,581,829,NC_004567.2:3006113-3007279,YP_004890889.1,prophage P3 protein 1%2C integrase
lp_3392,521,815,548,521,571,662,NC_004567.2:3007513-3008736,YP_004890891.1,transport protein%2C major facilitator superfamily (MFS)
lp_3393,126,306,168,268,368,428,NC_004567.2:3008907-3009845,YP_004890892.1,cell surface hydrolase%2C membrane-bound
lp_3394,30,118,32,98,98,119,NC_004567.2:3009970-3010440,YP_004890893.1,hypothetical protein
lp_3397,308,449,297,354,353,472,NC_004567.2:3011531-3012004,YP_004890894.1,nucleoside 2-deoxyribosyltransferase
lp_3398,176,315,181,222,262,269,NC_004567.2:3012092-3014704,YP_004890895.1,cation transporting P-type ATPase
lp_3400,474,780,459,654,623,852,NC_004567.2:3014946-3016496,YP_004890896.1,bifunctional protein: 2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase%3B 3'-nucleotidase
lp_3402,59,88,58,70,58,67,NC_004567.2:3016698-3017630,YP_004890897.1,transporter
lp_3403,1829,2923,1783,2280,2300,2934,NC_004567.2:3017893-3018753,YP_004890898.1,2%2C5 diketo-D-gluconic acid-like reductase%2C NADP dependent (promiscuous)
lp_3404,106,176,92,119,90,141,NC_004567.2:3018894-3019646,YP_004890899.1,membrane protein
lp_3405,76,93,38,67,72,96,NC_004567.2:3019659-3020120,YP_004890900.1,membrane protein
lp_3407,1309,2400,1341,1873,2411,2462,NC_004567.2:3021087-3021914,YP_004890902.1,undecaprenyl-diphosphatase
lp_3408,365,730,394,481,603,644,NC_004567.2:3022062-3022580,YP_004890903.1,DNA/RNA unwinding protein
lp_3409,448,865,381,527,603,744,NC_004567.2:3022582-3023154,YP_004890904.1,TetR family transcriptional regulator
lp_3410,123,365,123,177,220,266,NC_004567.2:3023186-3023509,YP_004890905.1,membrane protein
lp_3411,888,1268,794,1041,1068,1308,NC_004567.2:3023758-3024726,YP_004890906.1,extracellular protein
lp_3412,2199,4150,1921,2417,2653,2933,NC_004567.2:3024823-3028233,YP_004890907.1,cell surface protein%2C CscB family
lp_3413,573,1198,512,626,743,755,NC_004567.2:3028275-3029309,YP_004890908.1,cell surface protein precursor
lp_3414,947,1930,911,1149,1246,1393,NC_004567.2:3029371-3030180,YP_004890909.1,cell surface protein%2C CscB family
lp_3415,47,72,40,49,28,56,NC_004567.2:3030482-3031219,YP_004890910.1,AraC family transcriptional regulator
lp_3416,449,927,462,982,1057,1539,NC_004567.2:3031701-3032204,YP_004890911.1,MarR family transcriptional regulator
lp_3417,165,313,174,314,347,400,NC_004567.2:3032365-3033033,YP_004890912.1,TetR family transcriptional regulator
lp_3418,304,521,256,447,476,488,NC_004567.2:3033341-3035002,YP_004890913.1,phosphoenolpyruvate carboxykinase
lp_3419,412,1393,451,998,1143,1296,NC_004567.2:3035104-3035301,YP_004890914.1,hypothetical protein
lp_3420,2658,4111,2376,4937,5560,6718,NC_004567.2:3035468-3036877,YP_004890915.1,glutamate decarboxylase
lp_3421,6389,12553,8659,9318,9899,13860,NC_004567.2:3037009-3038121,YP_004890916.1,extracellular protein%2Cgamma-D-glutamate-meso-diaminopimelate muropeptidase
lp_3422,137,217,137,191,203,280,NC_004567.2:3038402-3038746,YP_004890917.1,hypothetical protein
lp_3423,71,122,68,111,95,150,NC_004567.2:3038853-3039224,YP_004890918.1,hypothetical protein
lp_3425,21,32,8,22,23,29,NC_004567.2:3039554-3040147,YP_004890919.1,hypothetical protein
lp_3426,12,14,3,6,9,6,NC_004567.2:3040169-3040480,YP_004890920.1,hypothetical protein
lp_3427,19,20,8,16,13,12,NC_004567.2:3040494-3041351,YP_004890921.1,metal-dependent hydrolase%2C C-terminal domain
lp_3427a,2,6,0,3,1,4,NC_004567.2:3041222-3041494,YP_004890922.1,metal-dependent hydrolase%2C N-terminal domain
lp_3429,116,236,93,141,185,206,NC_004567.2:3041614-3042192,YP_004890923.1,TetR family transcriptional regulator
lp_3430,460,648,378,452,502,554,NC_004567.2:3042353-3043306,YP_004890924.1,peroxidase
lp_3431,93,164,84,91,105,128,NC_004567.2:3043574-3044287,YP_004890925.1,menaquinone/ubiquinone biosynthesis methyltransferase
lp_3432,169,240,147,191,162,186,NC_004567.2:3044288-3044983,YP_004890926.1,S-adenosyl-L-methionine binding protein
lp_3433,270,417,241,305,285,379,NC_004567.2:3045081-3046052,YP_004890927.1,endoglucanase E-like protein%2C SGNH hydrolase family
lp_3435,220,337,204,281,291,345,NC_004567.2:3047002-3048906,YP_004890928.1,cadmium transporting P-type ATPase
lp_3436,32,68,29,42,37,60,NC_004567.2:3049060-3049812,YP_004890929.1,glycerol uptake facilitator protein
lp_3437,64,95,65,60,90,124,NC_004567.2:3050197-3050517,YP_004890930.1,thioredoxin
lp_3438,71,117,48,91,89,116,NC_004567.2:3050541-3050810,YP_004890931.1,hypothetical protein
lp_3440,21,49,17,29,32,43,NC_004567.2:3050910-3051113,YP_004890932.1,hypothetical protein
lp_3441,20,39,21,23,28,36,NC_004567.2:3051242-3051796,YP_004890933.1,DNA-binding ferritin-like protein%2C DPS family
lp_3442,12,7,6,10,7,9,NC_004567.2:3051809-3052033,YP_004890934.1,heavy metal binding protein
lp_3444,116,191,110,179,164,221,NC_004567.2:3052231-3052896,YP_004890935.1,Crp family transcriptional regulator
lp_3445,1326,1972,1090,1576,1930,2068,NC_004567.2:3053205-3055121,YP_004890936.1,endopeptidase PepO
lp_3448,136,239,130,184,194,210,NC_004567.2:3056234-3056707,YP_004890937.1,GNAT family acetyltransferase
lp_3449,697,1412,781,1084,1215,1529,NC_004567.2:3056766-3058118,YP_004890938.1,NADH oxidase
lp_3450,45,66,39,65,60,91,NC_004567.2:3058435-3060585,YP_004890939.1,cell surface protein%2C CscC family
lp_3451,13,20,12,23,18,35,NC_004567.2:3060607-3061620,YP_004890940.1,cell surface protein precursor
lp_3452,18,22,10,28,23,30,NC_004567.2:3061718-3062410,YP_004890941.1,cell surface protein%2C CscB family
lp_3453,18,23,15,24,13,16,NC_004567.2:3062448-3063020,YP_004890942.1,cell surface protein%2C CscB family
lp_3454,5,10,6,7,6,6,NC_004567.2:3063017-3063295,YP_004890943.1,cell surface protein (putative)
lp_3458,251,378,235,353,369,491,NC_004567.2:3063957-3064544,YP_004890944.1,cell surface protein precursor%2C CscD family%2CLPXTG-motif cell wall anchor
lp_3459,86,118,85,107,110,140,NC_004567.2:3064670-3064969,YP_004890945.1,hypothetical protein
lp_3460,264,431,233,353,334,414,NC_004567.2:3064971-3066308,YP_004890946.1,hypothetical protein
lp_3461,233,426,220,287,319,391,NC_004567.2:3066326-3067519,YP_004890947.1,MoxR family ATPase
lp_3463,121,188,94,131,159,163,NC_004567.2:3067905-3068555,YP_004890948.1,glycerol uptake facilitator protein
lp_3464,343,630,393,504,524,595,NC_004567.2:3068766-3070502,YP_004890949.1,ubiquinone biosynthesis protein%2C ABC1 family
lp_3466,77,126,72,97,89,120,NC_004567.2:3070998-3072389,YP_004890950.1,branched-chain amino acid (main:Isoleucine) transporter%2C LIVCS family
lp_3468,22,47,26,28,54,52,NC_004567.2:3072533-3074479,YP_004890951.1,PTS regulated carbohydrate transporter%2C GPH family%2C lactose (can switch between symport (H+) and antiport (galactose))
lp_3469,42,81,47,70,52,106,NC_004567.2:3074498-3076549,YP_004890952.1,beta-galactosidase I
lp_3470,715,1209,695,821,815,1002,NC_004567.2:3076796-3077806,YP_004890953.1,transcription regulator. LacI family%2C lactose related
lp_3471,21,44,21,29,39,58,NC_004567.2:3077901-3079859,YP_004890954.1,alpha-L-rhamnosidase
lp_3472,13,16,12,9,22,10,NC_004567.2:3079936-3081216,YP_004890955.1,disaccharride transporter%2C major facilitator super family (MFS)
lp_3473,13,30,19,26,23,30,NC_004567.2:3081231-3082808,YP_004890956.1,alpha-L-rhamnosidase
lp_3474,35,70,43,54,61,62,NC_004567.2:3082838-3084115,YP_004890957.1,disaccharride transporter%2C major facilitator super family (MFS)
lp_3476,42,96,44,64,93,77,NC_004567.2:3084249-3085235,YP_004890958.1,AraC family transcriptional regulator
lp_3477,93,162,100,144,141,181,NC_004567.2:3085369-3085968,YP_004890959.1,cell filamentation protein Fic
lp_3478,67,101,51,98,100,140,NC_004567.2:3085965-3086552,YP_004890960.1,Xre family transcriptional regulator
lp_3479,13,32,11,18,28,34,NC_004567.2:3086650-3087657,YP_004890961.1,transcription regulator. LacI family%2C galactose related
lp_3480,81,123,68,145,138,133,NC_004567.2:3087795-3089258,YP_004890962.1,UTP-galactose-1-P uridylyltransferase
lp_3481,64,101,45,117,114,141,NC_004567.2:3089258-3090262,YP_004890963.1,UDP-glucose 4-epimerase
lp_3482,84,184,73,267,310,302,NC_004567.2:3090327-3091490,YP_004890964.1,galactokinase
lp_3483,93,174,100,153,173,174,NC_004567.2:3091774-3093654,YP_004890965.1,beta-galactosidase%2C large subunit
lp_3484,30,42,23,33,28,40,NC_004567.2:3093638-3094597,YP_004890966.1,beta-galactosidase%2C small subunit
lp_3485,46,72,42,74,61,66,NC_004567.2:3094697-3096913,YP_004890967.1,alpha-galactosidase
lp_3486,330,622,262,860,823,820,NC_004567.2:3097010-3098968,YP_004890968.1,PTS regulated carbohydrate transporter%2C GPH family%2C raffinose/melibiose/galactose (can switch between symport (H+) and antiport (lactose))
lp_3487,198,394,210,337,365,408,NC_004567.2:3099296-3100330,YP_004890969.1,aldose 1-epimerase
lp_3488,327,807,349,515,609,724,NC_004567.2:3100453-3101448,YP_004890970.1,transcription regulator. LacI family%2C raffinose related
lp_3489,155,288,154,291,278,385,NC_004567.2:3101775-3102797,YP_004890971.1,aldo/keto reductase family protein
lp_3490,64,86,43,70,58,95,NC_004567.2:3102983-3103351,YP_004890972.1,FMN-binding protein
lp_3491,176,295,176,219,265,249,NC_004567.2:3103416-3105707,YP_004890973.1,fumarate reductase%2C flavoprotein subunit
lp_3492,104,137,94,105,152,116,NC_004567.2:3105700-3106656,YP_004890974.1,thiamin biosynthesis lipoprotein ApbE
lp_3493,77,127,58,100,80,112,NC_004567.2:3106690-3107448,YP_004890975.1,3-dehydroquinate dehydratase
lp_3494,28,44,30,42,54,51,NC_004567.2:3107472-3108356,YP_004890976.1,shikimate 5-dehydrogenase
lp_3495,60,115,71,98,103,114,NC_004567.2:3108495-3109424,YP_004890977.1,LysR family transcriptional regulator
lp_3496,0,0,0,0,0,0,NC_004567.2:3109402-3111072,YP_004890978.1,transposase
lp_3497,19,29,23,32,41,42,NC_004567.2:3111229-3112470,YP_004890979.1,shikimate transport protein
lp_3498,13,19,20,24,14,18,NC_004567.2:3112472-3113356,YP_004890980.1,shikimate 5-dehydrogenase
lp_3499,9,17,13,13,12,18,NC_004567.2:3113374-3114258,YP_004890981.1,shikimate 5-dehydrogenase
lp_3500,12,30,4,19,24,37,NC_004567.2:3114346-3115185,YP_004890982.1,short-chain dehydrogenase
lp_3501,12,26,8,13,13,15,NC_004567.2:3115213-3116064,YP_004890983.1,sugar phosphate isomerase/epimerase
lp_3502,30,65,40,45,50,65,NC_004567.2:3116288-3117193,YP_004890984.1,LysR family transcriptional regulator
lp_3503,44,74,42,64,55,83,NC_004567.2:3117491-3118684,YP_004890985.1,shikimate transport protein
lp_3504,27,98,36,63,81,64,NC_004567.2:3118807-3119178,YP_004890986.1,membrane protein
lp_3505,87,172,104,139,121,189,NC_004567.2:3119171-3119962,YP_004890987.1,acetyl esterase (promiscuous)
lp_3506,46,158,57,82,128,143,NC_004567.2:3119992-3120723,YP_004890988.1,GntR family transcriptional regulator
lp_3507,1282,1976,1119,1774,1943,2253,NC_004567.2:3120944-3122281,YP_004890989.1,PTS system%2C cellobiose-specific EIIC component
lp_3508,143,206,143,204,250,288,NC_004567.2:3122438-3123388,YP_004890990.1,N-acetylmuramic acid 6-phosphate etherase
lp_3509,138,197,137,185,197,234,NC_004567.2:3123400-3124308,YP_004890991.1,N-acetylglucosamine kinase
lp_3510,213,264,154,247,272,290,NC_004567.2:3124305-3125393,YP_004890992.1,PTS-associated protein
lp_3512,242,385,236,473,542,619,NC_004567.2:3125615-3127075,YP_004890993.1,6-phospho-beta-glucosidase
lp_3513,179,335,209,498,538,717,NC_004567.2:3127068-3128942,YP_004890994.1,PTS system%2C beta-glucosides-specific EIIBCA component
lp_3514,714,1427,833,1658,1772,2096,NC_004567.2:3129067-3129912,YP_004890995.1,transcription antiterminator%2C BlgB family
lp_3516,204,384,231,375,376,481,NC_004567.2:3130159-3131907,YP_004890996.1,transcription regulator and PTS system%2C EIIA component
lp_3517,26,68,30,63,65,91,NC_004567.2:3131911-3133074,YP_004890997.1,cystathionine beta-lyase
lp_3518,13,15,11,15,26,27,NC_004567.2:3133166-3134623,YP_004890998.1,PTS system fructose-specific EIIBC component
lp_3519,3,5,2,7,9,4,NC_004567.2:3134642-3135085,YP_004890999.1,PTS system fructose-specific EIIA component
lp_3520,106,217,116,196,211,310,NC_004567.2:3135461-3135943,YP_004891000.1,PTS system glucose-specific transporter subunit IICBA
lp_3521,155,274,171,258,273,328,NC_004567.2:3135956-3136804,YP_004891001.1,RpiR family transcriptional regulator
lp_3522,32,64,32,47,36,57,NC_004567.2:3136842-3138338,YP_004891002.1,PTS system sucrose-specific transporter subunit IIBC
lp_3523,25,22,23,26,40,32,NC_004567.2:3138353-3139243,YP_004891003.1,N-acetylmuramic acid 6-phosphate etherase
